"","X","City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal"
"217",217,"Montreal",1976,"Athletics","Athletics","4x100m relay","PFEIFER, Jörg","Men","GDR","East Germany","M","Silver"
"218",218,"Montreal",1976,"Athletics","Athletics","800m","VAN DAMME, Ivo","Men","BEL","Belgium","M","Silver"
"219",219,"Montreal",1976,"Athletics","Athletics","1500m","VAN DAMME, Ivo","Men","BEL","Belgium","M","Silver"
"220",220,"Montreal",1976,"Athletics","Athletics","110m hurdles","DAVENPORT, Willie","Men","USA","United States","M","Bronze"
"221",221,"Montreal",1976,"Athletics","Athletics","20km walk","BAUTISTA ROCHA, Daniel","Men","MEX","Mexico","M","Gold"
"222",222,"Montreal",1976,"Athletics","Athletics","discus throw","SCHLAAK-JAHL, Evelin","Women","GDR","East Germany","W","Gold"
"223",223,"Montreal",1976,"Athletics","Athletics","100m","RICHTER-IRRGANG, Annegret","Women","FRG","West Germany","W","Gold"
"224",224,"Montreal",1976,"Athletics","Athletics","200m","ECKERT-WÖCKEL, Bärbel","Women","GDR","East Germany","W","Gold"
"225",225,"Montreal",1976,"Athletics","Athletics","4x400m relay","PIETRZYK, Jerzy","Men","POL","Poland","M","Silver"
"226",226,"Montreal",1976,"Athletics","Athletics","400m","BREHMER-LATHAN, Christina","Women","GDR","East Germany","W","Silver"
"227",227,"Montreal",1976,"Athletics","Athletics","shot put","CHRISTOVA-TODOROVA, Ivanka Mikailova","Women","BUL","Bulgaria","W","Gold"
"228",228,"Montreal",1976,"Athletics","Athletics","pentathlon","SIEGL, Siegrun","Women","GDR","East Germany","W","Gold"
"229",229,"Montreal",1976,"Athletics","Athletics","4x400m relay","MALETZKI, Doris","Women","GDR","East Germany","W","Gold"
"230",230,"Montreal",1976,"Athletics","Athletics","100m hurdles","LEBEDEVA, Natalya","Women","URS","Soviet Union","W","Bronze"
"231",231,"Montreal",1976,"Athletics","Athletics","decathlon","KRATSCHMER, Guido","Men","FRG","West Germany","M","Silver"
"232",232,"Montreal",1976,"Athletics","Athletics","shot put","BEYER, Udo","Men","GDR","East Germany","M","Gold"
"233",233,"Montreal",1976,"Athletics","Athletics","3000m steeplechase","BAUMGARTL, Frank","Men","GDR","East Germany","M","Bronze"
"234",234,"Montreal",1976,"Athletics","Athletics","4x400m relay","CHISTYAKOVA-SOKOLOVA, Natalya","Women","URS","Soviet Union","W","Bronze"
"235",235,"Montreal",1976,"Athletics","Athletics","shot put","MIRONOV, Yevgeni","Men","URS","Soviet Union","M","Silver"
"236",236,"Montreal",1976,"Athletics","Athletics","400m hurdles","SHINE, Michael Lyle","Men","USA","United States","M","Silver"
"237",237,"Montreal",1976,"Athletics","Athletics","400m hurdles","MOSES, Edwin","Men","USA","United States","M","Gold"
"238",238,"Montreal",1976,"Athletics","Athletics","decathlon","JENNER, William Bruce","Men","USA","United States","M","Gold"
"239",239,"Montreal",1976,"Athletics","Athletics","3000m steeplechase","GARDERUD, Anders","Men","SWE","Sweden","M","Gold"
"240",240,"Montreal",1976,"Athletics","Athletics","pole vault","SLUSARSKI, Tadeusz","Men","POL","Poland","M","Gold"
"241",241,"Montreal",1976,"Athletics","Athletics","long jump","VOIGT, Angela","Women","GDR","East Germany","W","Gold"
"242",242,"Montreal",1976,"Athletics","Athletics","4x100m relay","HAMPTON, Millard Frank Jr.","Men","USA","United States","M","Gold"
"243",243,"Montreal",1976,"Athletics","Athletics","4x100m relay","SILOVS, Yuris","Men","URS","Soviet Union","M","Bronze"
"244",244,"Montreal",1976,"Athletics","Athletics","20km walk","FRENKEL, Peter","Men","GDR","East Germany","M","Bronze"
"245",245,"Montreal",1976,"Athletics","Athletics","100m","QUARRIE, Donald","Men","JAM","Jamaica","M","Silver"
"246",246,"Montreal",1976,"Athletics","Athletics","pole vault","ROBERTS, David Luther","Men","USA","United States","M","Bronze"
"247",247,"Montreal",1976,"Athletics","Athletics","400m","FRAZIER, Herman Ronald","Men","USA","United States","M","Bronze"
"248",248,"Montreal",1976,"Athletics","Athletics","4x100m relay","HELTEN, Inge","Women","FRG","West Germany","W","Silver"
"249",249,"Montreal",1976,"Athletics","Athletics","triple jump","SANEEV, Viktor","Men","URS","Soviet Union","M","Gold"
"250",250,"Montreal",1976,"Athletics","Athletics","400m","STROPAHL-STREIDT, Ellen","Women","GDR","East Germany","W","Bronze"
"251",251,"Montreal",1976,"Athletics","Athletics","5000m","VIREN, Lasse","Men","FIN","Finland","M","Gold"
"252",252,"Montreal",1976,"Athletics","Athletics","4x100m relay","ECKERT-WÖCKEL, Bärbel","Women","GDR","East Germany","W","Gold"
"253",253,"Montreal",1976,"Athletics","Athletics","4x400m relay","BREHMER-LATHAN, Christina","Women","GDR","East Germany","W","Gold"
"254",254,"Montreal",1976,"Athletics","Athletics","10000m","VIREN, Lasse","Men","FIN","Finland","M","Gold"
"255",255,"Montreal",1976,"Athletics","Athletics","4x400m relay","JAREMSKI, Zbigniew","Men","POL","Poland","M","Silver"
"256",256,"Montreal",1976,"Athletics","Athletics","long jump","WILLIAMS, Randel Luvelle","Men","USA","United States","M","Silver"
"257",257,"Montreal",1976,"Athletics","Athletics","4x100m relay","KURRAT, Klaus-Dieter","Men","GDR","East Germany","M","Silver"
"258",258,"Montreal",1976,"Athletics","Athletics","10000m","FOSTER, Brendan","Men","GBR","United Kingdom","M","Bronze"
"259",259,"Montreal",1976,"Athletics","Athletics","javelin throw","NEMETH, Miklos","Men","HUN","Hungary","M","Gold"
"260",260,"Montreal",1976,"Athletics","Athletics","4x400m relay","KLIMOVOCHA, Inta","Women","URS","Soviet Union","W","Bronze"
"261",261,"Montreal",1976,"Athletics","Athletics","marathon","SHORTER, Frank Charles","Men","USA","United States","M","Silver"
"262",262,"Montreal",1976,"Athletics","Athletics","shot put","CHIZHOVA, Nadezhda","Women","URS","Soviet Union","W","Silver"
"263",263,"Montreal",1976,"Athletics","Athletics","4x400m relay","AKSENOVA, Lyudmila","Women","URS","Soviet Union","W","Bronze"
"264",264,"Montreal",1976,"Athletics","Athletics","javelin throw","MEGELEA, Gheorghe","Men","ROU","Romania","M","Bronze"
"265",265,"Montreal",1976,"Athletics","Athletics","5000m","QUAX, Dick Theodorus","Men","NZL","New Zealand","M","Silver"
"266",266,"Montreal",1976,"Athletics","Athletics","20km walk","REIMANN, Hans","Men","GDR","East Germany","M","Silver"
"267",267,"Montreal",1976,"Athletics","Athletics","high jump","WSZOLA, Jacek","Men","POL","Poland","M","Gold"
"268",268,"Montreal",1976,"Athletics","Athletics","4x400m relay","NEWHOUSE, Frederick Vaughn","Men","USA","United States","M","Gold"
"269",269,"Montreal",1976,"Athletics","Athletics","javelin throw","FUCHS, Ruth","Women","GDR","East Germany","W","Gold"
"270",270,"Montreal",1976,"Athletics","Athletics","4x100m relay","GLANCE, Harvey Edward","Men","USA","United States","M","Gold"
"271",271,"Montreal",1976,"Athletics","Athletics","4x400m relay","ROHDE, Brigitte","Women","GDR","East Germany","W","Gold"
"272",272,"Montreal",1976,"Athletics","Athletics","long jump","MCMILLAN, Catherine Laverne","Women","USA","United States","W","Silver"
"273",273,"Montreal",1976,"Athletics","Athletics","high jump","BLAGOEVA-DIMITROVA, Yordanka","Women","BUL","Bulgaria","W","Bronze"
"274",274,"Montreal",1976,"Athletics","Athletics","400m hurdles","GAVRILENKO, Yevgeni","Men","URS","Soviet Union","M","Bronze"
"275",275,"Montreal",1976,"Athletics","Athletics","marathon","LISMONT, Karel","Men","BEL","Belgium","M","Bronze"
"276",276,"Montreal",1976,"Athletics","Athletics","4x100m relay","POSSEKEL, Elvira","Women","FRG","West Germany","W","Silver"
"277",277,"Montreal",1976,"Athletics","Athletics","4x100m relay","STECHER, Renate","Women","GDR","East Germany","W","Gold"
"278",278,"Montreal",1976,"Athletics","Athletics","4x400m relay","BROWN, Benjamin Gene","Men","USA","United States","M","Gold"
"279",279,"Montreal",1976,"Athletics","Athletics","200m","RICHTER-IRRGANG, Annegret","Women","FRG","West Germany","W","Silver"
"280",280,"Montreal",1976,"Athletics","Athletics","200m","QUARRIE, Donald","Men","JAM","Jamaica","M","Gold"
"281",281,"Montreal",1976,"Athletics","Athletics","10000m","LOPES, Carlos","Men","POR","Portugal","M","Silver"
"282",282,"Montreal",1976,"Athletics","Athletics","400m","NEWHOUSE, Frederick Vaughn","Men","USA","United States","M","Silver"
"283",283,"Montreal",1976,"Athletics","Athletics","javelin throw","SIITONEN, Hannu Juhani","Men","FIN","Finland","M","Silver"
"284",284,"Montreal",1976,"Athletics","Athletics","pole vault","KALLIOMÄKI, Antti Tapani","Men","FIN","Finland","M","Silver"
"285",285,"Montreal",1976,"Athletics","Athletics","4x400m relay","KOLESNIKOVA-ILYINA, Nadezhda","Women","URS","Soviet Union","W","Bronze"
"286",286,"Montreal",1976,"Athletics","Athletics","110m hurdles","DRUT, Guy","Men","FRA","France","M","Gold"
"287",287,"Montreal",1976,"Athletics","Athletics","triple jump","DE OLIVEIRA, Joao Carlos","Men","BRA","Brazil","M","Bronze"
"288",288,"Montreal",1976,"Athletics","Athletics","hammer throw","SPIRIDONOV, Aleksei","Men","URS","Soviet Union","M","Silver"
"289",289,"Montreal",1976,"Athletics","Athletics","discus throw","HINZMANN, Gabriele","Women","GDR","East Germany","W","Bronze"
"290",290,"Montreal",1976,"Athletics","Athletics","4x100m relay","BORZOV, Valery","Men","URS","Soviet Union","M","Bronze"
"291",291,"Montreal",1976,"Athletics","Athletics","long jump","ALFEEVA, Lidia","Women","URS","Soviet Union","W","Bronze"
"292",292,"Montreal",1976,"Athletics","Athletics","400m","SZEWINSKA, Irena","Women","POL","Poland","W","Gold"
"293",293,"Montreal",1976,"Athletics","Athletics","shot put","FIBINGEROVA, Helena","Women","TCH","Czechoslovakia","W","Bronze"
"294",294,"Montreal",1976,"Athletics","Athletics","4x100m relay","KOKOT, Manfred","Men","GDR","East Germany","M","Silver"
"295",295,"Montreal",1976,"Athletics","Athletics","4x400m relay","HOFMEISTER, Franz-Peter","Men","FRG","West Germany","M","Bronze"
"296",296,"Montreal",1976,"Athletics","Athletics","high jump","SIMEONI, Sara","Women","ITA","Italy","W","Silver"
"297",297,"Montreal",1976,"Athletics","Athletics","4x400m relay","SCHMID, Harald","Men","FRG","West Germany","M","Bronze"
"298",298,"Montreal",1976,"Athletics","Athletics","4x400m relay","GREENE-JILES, Pamela","Women","USA","United States","W","Silver"
"299",299,"Montreal",1976,"Athletics","Athletics","discus throw","VERGOVA-PETKOVA, Maria","Women","BUL","Bulgaria","W","Silver"
"300",300,"Montreal",1976,"Athletics","Athletics","800m","JUANTORENA, Alberto","Men","CUB","Cuba","M","Gold"
"301",301,"Montreal",1976,"Athletics","Athletics","discus throw","WILKINS, Malcolm Maurice","Men","USA","United States","M","Gold"
"302",302,"Montreal",1976,"Athletics","Athletics","4x400m relay","SAPENTER, Deborah Elaine","Women","USA","United States","W","Silver"
"303",303,"Montreal",1976,"Athletics","Athletics","110m hurdles","CASANAS RAMIREZ, Alejandro","Men","CUB","Cuba","M","Silver"
"304",304,"Montreal",1976,"Athletics","Athletics","1500m","KLAPEZYNSKI-BRUNS, Ulrike","Women","GDR","East Germany","W","Bronze"
"305",305,"Montreal",1976,"Athletics","Athletics","4x100m relay","JONES, John Wesley","Men","USA","United States","M","Gold"
"306",306,"Montreal",1976,"Athletics","Athletics","100m","HELTEN, Inge","Women","FRG","West Germany","W","Bronze"
"307",307,"Montreal",1976,"Athletics","Athletics","4x100m relay","AKSININ, Aleksandr","Men","URS","Soviet Union","M","Bronze"
"308",308,"Montreal",1976,"Athletics","Athletics","4x100m relay","PROROCHENKO, Tatiana","Women","URS","Soviet Union","W","Bronze"
"309",309,"Montreal",1976,"Athletics","Athletics","100m","CRAWFORD, Hasely","Men","TRI","Trinidad and Tobago","M","Gold"
"310",310,"Montreal",1976,"Athletics","Athletics","4x100m relay","ZHARKOVA-MASLAKOVA, Liudmila","Women","URS","Soviet Union","W","Bronze"
"311",311,"Montreal",1976,"Athletics","Athletics","4x100m relay","KRONIGER, Annegret","Women","FRG","West Germany","W","Silver"
"312",312,"Montreal",1976,"Athletics","Athletics","javelin throw","BECKER-STEINER, Marion","Women","FRG","West Germany","W","Silver"
"313",313,"Montreal",1976,"Basketball","Basketball","basketball","GEORGIJEVSKI, Blagoje","Men","YUG","Yugoslavia","M","Silver"
"314",314,"Montreal",1976,"Basketball","Basketball","basketball","SKERLATOVA, Girgina","Women","BUL","Bulgaria","W","Bronze"
"315",315,"Montreal",1976,"Basketball","Basketball","basketball","OVECHKINA, Tatiana","Women","URS","Soviet Union","W","Gold"
"316",316,"Montreal",1976,"Basketball","Basketball","basketball","MIKHAILOVA, Snezhana","Women","BUL","Bulgaria","W","Bronze"
"317",317,"Montreal",1976,"Basketball","Basketball","basketball","LIEBERMAN, Nancy Lizabeth","Women","USA","United States","W","Silver"
"318",318,"Montreal",1976,"Basketball","Basketball","basketball","ZAKHAROVA-NADIROVA, Tatiana","Women","URS","Soviet Union","W","Gold"
"319",319,"Montreal",1976,"Basketball","Basketball","basketball","MARQUIS, Gail Annette","Women","USA","United States","W","Silver"
"320",320,"Montreal",1976,"Basketball","Basketball","basketball","MAY, Scott Glenn","Men","USA","United States","M","Gold"
"321",321,"Montreal",1976,"Basketball","Basketball","basketball","LEWIS, Charlotte","Women","USA","United States","W","Silver"
"322",322,"Montreal",1976,"Basketball","Basketball","basketball","KORKIYA, Mikhail","Men","URS","Soviet Union","M","Bronze"
"323",323,"Montreal",1976,"Basketball","Basketball","basketball","KUPCHAK, Mitchell","Men","USA","United States","M","Gold"
"324",324,"Montreal",1976,"Basketball","Basketball","basketball","METODIEVA, Penka","Women","BUL","Bulgaria","W","Bronze"
"325",325,"Montreal",1976,"Basketball","Basketball","basketball","DANTLEY, Adrian Delano","Men","USA","United States","M","Gold"
"326",326,"Montreal",1976,"Basketball","Basketball","basketball","JELOVAC, Vinko","Men","YUG","Yugoslavia","M","Silver"
"327",327,"Montreal",1976,"Basketball","Basketball","basketball","KURVYAKOVA, Raisa","Women","URS","Soviet Union","W","Gold"
"328",328,"Montreal",1976,"Basketball","Basketball","basketball","GIUROVA, Krassimira","Women","BUL","Bulgaria","W","Bronze"
"329",329,"Montreal",1976,"Basketball","Basketball","basketball","COSIC, Kresimir","Men","YUG","Yugoslavia","M","Silver"
"330",330,"Montreal",1976,"Basketball","Basketball","basketball","SHEPPARD, Steven","Men","USA","United States","M","Gold"
"331",331,"Montreal",1976,"Basketball","Basketball","basketball","FERYABNIKOVA, Nelli","Women","URS","Soviet Union","W","Gold"
"332",332,"Montreal",1976,"Basketball","Basketball","basketball","RUPSHENE, Angelia","Women","URS","Soviet Union","W","Gold"
"333",333,"Montreal",1976,"Basketball","Basketball","basketball","FORD, Philip Jackson, Jr.","Men","USA","United States","M","Gold"
"334",334,"Montreal",1976,"Basketball","Basketball","basketball","ROJCEWICZ, Susan Marie","Women","USA","United States","W","Silver"
"335",335,"Montreal",1976,"Basketball","Basketball","basketball","CARR, Kenneth Alan","Men","USA","United States","M","Gold"
"336",336,"Montreal",1976,"Basketball","Basketball","basketball","MYSHKIN, Anatoli","Men","URS","Soviet Union","M","Bronze"
"337",337,"Montreal",1976,"Basketball","Basketball","basketball","MAKAVEEVA, Petkana","Women","BUL","Bulgaria","W","Bronze"
"338",338,"Montreal",1976,"Basketball","Basketball","basketball","ARZAMASKOV, Vladimir","Men","URS","Soviet Union","M","Bronze"
"339",339,"Montreal",1976,"Basketball","Basketball","basketball","SHUVAEVA-OLKHOVA, Nadezhda","Women","URS","Soviet Union","W","Gold"
"340",340,"Montreal",1976,"Basketball","Basketball","basketball","DAVIS, Walter Paul","Men","USA","United States","M","Gold"
"341",341,"Montreal",1976,"Basketball","Basketball","basketball","BOGDANOVA, Krasimira","Women","BUL","Bulgaria","W","Bronze"
"342",342,"Montreal",1976,"Basketball","Basketball","basketball","BROGDEN, Cinderella Jane","Women","USA","United States","W","Silver"
"343",343,"Montreal",1976,"Basketball","Basketball","basketball","SOLMAN, Damir","Men","YUG","Yugoslavia","M","Silver"
"344",344,"Montreal",1976,"Basketball","Basketball","basketball","BARISHEVA-KOROSTELEVA, Olga","Women","URS","Soviet Union","W","Gold"
"345",345,"Montreal",1976,"Basketball","Basketball","basketball","BELOV, Sergei","Men","URS","Soviet Union","M","Bronze"
"346",346,"Montreal",1976,"Basketball","Basketball","basketball","SLAVNIC, Zoran","Men","YUG","Yugoslavia","M","Silver"
"347",347,"Montreal",1976,"Basketball","Basketball","basketball","DELIBASIC, Mirza","Men","YUG","Yugoslavia","M","Silver"
"348",348,"Montreal",1976,"Basketball","Basketball","basketball","GRUNFELD, Ernest","Men","USA","United States","M","Gold"
"349",349,"Montreal",1976,"Basketball","Basketball","basketball","DILOVA-BRAYNOVA, Diana","Women","BUL","Bulgaria","W","Bronze"
"350",350,"Montreal",1976,"Basketball","Basketball","basketball","SUKHARNOVA, Olga","Women","URS","Soviet Union","W","Gold"
"351",351,"Montreal",1976,"Basketball","Basketball","basketball","SEMENOVA, Iuliana","Women","URS","Soviet Union","W","Gold"
"352",352,"Montreal",1976,"Basketball","Basketball","basketball","VARAJIC, Zarko","Men","YUG","Yugoslavia","M","Silver"
"353",353,"Montreal",1976,"Basketball","Basketball","basketball","LAGARDE, Thomas Joseph","Men","USA","United States","M","Gold"
"354",354,"Montreal",1976,"Basketball","Basketball","basketball","BUCKNER, William Quinn","Men","USA","United States","M","Gold"
"355",355,"Montreal",1976,"Basketball","Basketball","basketball","ZAKHAROVA, Nadezhda","Women","URS","Soviet Union","W","Gold"
"356",356,"Montreal",1976,"Basketball","Basketball","basketball","EDESHKO, Ivan","Men","URS","Soviet Union","M","Bronze"
"357",357,"Montreal",1976,"Basketball","Basketball","basketball","TKACHENKO, Vladimir","Men","URS","Soviet Union","M","Bronze"
